11:30:47, 1, 16.81633435201718, 315.3500061035156
11:31:49, 2, 38.713029110558374, 315.2850036621094
11:32:51, 3, 58.474650579947415, 315.32000732421875
11:33:53, 4, 64.90476292854002, 315.3800048828125
11:34:55, 5, 25.116686888067008, 315.2900085449219
11:35:57, 6, 45.62346263603307, 315.2799987792969
11:36:59, 7, 33.19624515677695, 315.22100830078125
11:38:01, 8, 44.617658363642605, 315.2099914550781
11:39:03, 9, 46.90228154888842, 315.2099914550781
11:40:05, 10, 77.68409672816601, 315.3349914550781
11:41:07, 11, 87.01465831185172, 315.45001220703125
11:42:09, 12, 43.657419693340685, 315.3900146484375
11:43:11, 13, 78.18917924132259, 315.45001220703125
11:44:12, 14, 39.42396972171645, 315.4125061035156
11:45:14, 15, 24.500810064381668, 315.3500061035156
11:46:17, 16, 71.94709966959802, 315.4200134277344
11:47:19, 17, 50.0, 315.4100036621094
11:48:21, 18, 41.022883292803925, 315.3900146484375
11:49:23, 19, 16.49878565933797, 315.2550048828125
11:50:25, 20, 67.6013694888177, 315.32000732421875
11:51:27, 21, 23.00279616447, 315.1199951171875
11:52:29, 22, 55.091622424150884, 315.19000244140625
11:53:32, 23, 45.206118974901194, 315.1700134277344
11:54:34, 24, 47.95566195991984, 315.1499938964844
11:55:35, 25, 80.94163828050992, 315.3399963378906
11:56:38, 26, 52.40595436867897, 315.364990234375
11:57:40, 27, 40.8947870724422, 315.3299865722656
11:58:42, 28, 81.49507003303003, 315.4849853515625
11:59:44, 29, 47.09206758192241, 315.510009765625
12:00:45, 30, 12.09651679533252, 315.239990234375
12:01:48, 31, 46.997677724798585, 315.19000244140625
12:02:49, 32, 28.97149281044031, 315.0899963378906
12:03:52, 33, 30.35902647929774, 314.94000244140625
12:04:54, 34, 86.43381361949174, 315.309814453125
12:05:55, 35, 41.28087341026129, 315.25
12:06:57, 36, 14.875602423775035, 314.93499755859375
12:08:00, 37, 60.142454954984714, 314.95001220703125
12:09:01, 38, 39.753533968510034, 314.95001220703125
12:10:03, 39, 68.19912814526876, 315.0400085449219
12:11:05, 40, 20.044208981107545, 314.8599853515625
12:12:07, 41, 50.0, 314.8800048828125
12:13:10, 42, 36.03252073524958, 314.82000732421875
12:14:11, 43, 60.645674713451506, 314.8800048828125
12:15:12, 44, 48.44644806098102, 314.8800048828125
12:16:15, 45, 76.55554705843215, 315.04998779296875
12:17:17, 46, 35.15273112913921, 314.9700012207031
12:18:18, 47, 41.88119259354945, 314.9100036621094
12:19:20, 48, 70.38248628298065, 315.0299987792969
12:20:22, 49, 17.46946387383923, 314.82000732421875
12:21:24, 50, 79.5543897451181, 315.010009765625
12:22:27, 51, 74.20006763167461, 315.1199951171875
12:23:28, 52, 71.98425566954865, 315.239990234375
12:24:30, 53, 55.14079607490161, 315.2699890136719
12:25:31, 54, 9.67156538592674, 315.04998779296875
12:26:34, 55, 38.25840804301996, 315.0199890136719
12:27:36, 56, 26.55994407817964, 314.9100036621094
12:28:38, 57, 57.147402490032654, 314.9100036621094
12:29:39, 58, 68.90037817584005, 315.03021240234375
12:30:41, 59, 34.913362906420346, 314.95001220703125
