>>> stockbot("MSFT", 3600, 60)
BUY, 202.19000244140625, 250, 11:55:15, 47.80999755859375
SELL, 202.24000549316406, 250.0500030517578, 11:58:20, 250.0500030517578
BUY, 202.07000732421875, 250.0500030517578, 12:01:26, 47.97999572753906
SELL, 201.89999389648438, 249.87998962402344, 12:07:36, 249.87998962402344
BUY, 201.93499755859375, 249.87998962402344, 12:09:40, 47.94499206542969
SELL, 202.05999755859375, 250.00498962402344, 12:11:42, 250.00498962402344
BUY, 201.97999572753906, 250.00498962402344, 12:12:44, 48.024993896484375
SELL, 201.85000610351562, 249.875, 12:17:52, 249.875
BUY, 201.80999755859375, 249.875, 12:18:54, 48.06500244140625
SELL, 201.8699951171875, 249.93499755859375, 12:22:00, 249.93499755859375
BUY, 202.0500030517578, 249.93499755859375, 12:29:09, 47.88499450683594
SELL, 202.27000427246094, 250.15499877929688, 12:32:14, 250.15499877929688
BUY, 202.38499450683594, 250.15499877929688, 12:36:20, 47.77000427246094
SELL, 202.42990112304688, 250.1999053955078, 12:40:28, 250.1999053955078
BUY, 202.41000366210938, 250.1999053955078, 12:41:29, 47.78990173339844
SELL, 202.47999572753906, 250.2698974609375, 12:43:33, 250.2698974609375
BUY, 202.4499969482422, 250.2698974609375, 12:46:38, 47.81990051269531
SELL, 202.6300048828125, 250.4499053955078, 12:49:44, 250.4499053955078
BUY, 203.3699951171875, 250.4499053955078, 12:57:55, 47.07991027832031
SELL, 203.9199981689453, 250.99990844726562, 12:59:58, 250.99990844726562
